old_case	baseline_inputs	baseline_sha256	assertion	disposition	destination	observation	verification
pa9/tests/300-binary-calculator.t.1	pa9/tests/300-binary-calculator.t.1	cba4892edf2ba38ddce6c729d569cbacdc9d4461bc549d4e3f478c80fd81af56	Interpret binary operator requests with CY86 opcodes and I/O	retire	pa24/tests/structural/100-fixed-shift-count-operands.t	Retire the calculator language and opcode matrix. Native arithmetic, shifts and addressing are already exercised directly; no calculator fixture is copied.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/300-negative-memory-literal-bad.t.1	pa9/tests/300-negative-memory-literal-bad.t.1	61cb5a49d083c26f3d01623993c3610a86df7c454cf3c8a4d07ec436d920a9e5	Reject a negative CY86 memory-literal spelling	retire		Retire grammar-specific negative with the language.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/300-unparenthesized-label-offset-bad.t.1	pa9/tests/300-unparenthesized-label-offset-bad.t.1	e928388a237a09b026541cd629444cce8afac9bd64d608299d1db1f825b016bc	Reject an unparenthesized CY86 label offset	retire		Retire grammar-specific negative with the language.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/300-unparenthesized-negative-immediate-bad.t.1	pa9/tests/300-unparenthesized-negative-immediate-bad.t.1	bc48da83dccbb5a1fddd95d732106f989bc15bd32e4668527d5d711c3b2b1c6e	Reject an unparenthesized negative CY86 immediate	retire		Retire grammar-specific negative with the language.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/300-unsupported-conversion-opcode-bad.t.1	pa9/tests/300-unsupported-conversion-opcode-bad.t.1	df4ba56605e52d19a2938e1da35b837e7c0219ad8f4f0f4a5cd197b564456c99	Reject an unsupported CY86 conversion opcode	retire		Retire opcode-language negative; LowIR conversion validity remains independently checked.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/400-integer-calculator.t.1	pa9/tests/400-integer-calculator.t.1	f0d21ec0c5560680dd6f96ae943ea012653b6349fb985cad4e1df319cb793a98	Interpret signed/unsigned integer calculator requests through CY86	retire	pa24/tests/strict/300-unsigned-int-ops.t;pa24/tests/strict/300-unsigned-compare-predicates.t	Retire the calculator/I/O protocol. Existing native tests already distinguish signedness in division, modulus, shift and comparison; this is shared subject matter, not a claim of identical fixtures.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/400-negated-wchar-sign-extension.t.1	pa9/tests/400-negated-wchar-sign-extension.t.1	7b6de2873ea25a9e343ff26c9f03cf73c5a91ca33663d970f7caccd7103a7bcc	Negate a wchar literal and inspect its upper word through CY86	retire		Retire the CY86 literal-coercion contract; C++ literal typing and LowIR extension operations keep their own owners.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/450-raw-literal-width-and-nan.t.1	pa9/tests/450-raw-literal-width-and-nan.t.1	0ef1ad6cdd078d48c916ae532e930d6bb3b45ab6259892016032b4be9fce6bd0	Interpret raw CY86 floating bit patterns, width coercions and NaN comparison	retire		Retire CY86 raw-literal reinterpretation and mixed-width acceptance; these spellings do not specify LowIR semantics.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/500-long-double-label-alignment.t.1	pa9/tests/500-long-double-label-alignment.t.1	3368ee41bc065bdc7c65fdcfe7be3ffc9c4b10c91d069e2b5d7994c5d3944a0b	Align an implicit CY86 long-double literal label to 16 bytes	retire	pa24/tests/strict/200-f80-structured-global-data.t	Retire the implicit literal-label rule. LowIR uses explicit typed globals; existing native coverage reads f80 structured data.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/500-string-literal-element-alignment.t.1	pa9/tests/500-string-literal-element-alignment.t.1	c6f29d568c5b33770b448f5474ea6000cf488d273997dfcdbff244507cd768c7	Lay out implicit CY86 narrow/wide string labels	retire		Retire automatic CY86 literal placement; source string lowering and native typed global layout retain their own contracts.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/500-to-float80.t.1	pa9/tests/500-to-float80.t.1	525d034c346b09e918f31a131ae16b96cc374d4c4115bf2a5d22636167b57eb6	Convert integer and floating CY86 values to f80 through calculator I/O	retire	pa24/tests/structural/300-integral-float-conversions.t;pa24/tests/structural/400-float-width-conversions.t	Retire CY86 opcode/I/O matrix. Existing native cases observe signed/unsigned integer-to-f80 and float extension/truncation.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/501-from-float80.t.1	pa9/tests/501-from-float80.t.1	428243cfe4db3403d6bc8fd312f927b1bf7f61e54a422781ef526ae6ce46d013	Convert f80 values to integer and floating CY86 values through calculator I/O	retire	pa24/tests/structural/300-integral-float-conversions.t;pa24/tests/structural/400-float-width-conversions.t	Retire CY86 opcode/I/O matrix. Existing native cases observe f80-to-signed/unsigned integer and narrower floating conversions.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa9/tests/600-float-calculator.t.1	pa9/tests/600-float-calculator.t.1	49d1a559a880f20209616246dcdf0748b40f353e64c5c877b0453a7ea94a10e5	Interpret floating arithmetic and comparison requests through CY86	retire	pa24/tests/structural/500-f80-arithmetic-compare-owner.t	Retire the CY86 calculator protocol. Native floating arithmetic/comparison is already a required and exercised family.	Baseline input/contract reviewed; no CY86 fixture copied. Native retirement/build gates recorded in tracker.
pa13/tests/300-bad-entry-role-declaration.t	pa13/tests/300-bad-entry-role-declaration.t	09af09d2fab76f0f4f418796582478010e389c1d558ed32448e6bbdc6fdd1012	bad entry role declaration	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/300-bad-global-tls-wrapper-metadata.t	pa13/tests/300-bad-global-tls-wrapper-metadata.t	681ee05de54dfa9b1c2c5812a171d20ecef7c278beaa833380866118a917f976	bad global tls wrapper metadata	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/300-bad-negative-debug-line.t	pa13/tests/300-bad-negative-debug-line.t	9124f59bd9eb363369ebde05bf67be5add11ea7c06b1897fa03338e762468a67	bad negative debug line	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/300-bad-writable-storage-metadata.t	pa13/tests/300-bad-writable-storage-metadata.t	0f78a4bcb85e2fa6c8289e0bcb1b2af7ce742c36392bc1e414dc9ee01c8dc8fd	bad writable storage metadata	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/400-bad-false-force-inline-flag.t	pa13/tests/400-bad-false-force-inline-flag.t	48875494c12dc75bc8aed6e0daee44dc98696a44459e5a44dbfee93faad9ec83	bad false force inline flag	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/400-bad-false-inline-hint-flag.t	pa13/tests/400-bad-false-inline-hint-flag.t	124cd23aa9a586b422fcfa38cce015a17aaad887316e28efe0a18d5a898c2029	bad false inline hint flag	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/400-bad-false-keep-alias-flag.t	pa13/tests/400-bad-false-keep-alias-flag.t	e2888152b8ce8fbebbf5c5767687d7be184c828f65a98293ab9c5c2491017cc6	bad false keep alias flag	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/400-bad-false-no-inline-flag.t	pa13/tests/400-bad-false-no-inline-flag.t	ac1d5edfc07cdcd50f4795c19f6e43c1c65fa2448dfa7a1e4283ee657a0db65a	bad false no inline flag	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/400-bad-false-object-root-flag.t	pa13/tests/400-bad-false-object-root-flag.t	945ed5df3b4178a454f9c8f15bcaf7a76f49e0115385b2384224fcb06ae429d1	bad false object root flag	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/400-bad-false-prefer-local-flag.t	pa13/tests/400-bad-false-prefer-local-flag.t	14ce43965242c7338d43a558b6ba42f2aa495c8bee3bbf11e8435be64a21cbc5	bad false prefer local flag	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/400-bad-phi-missing-predecessor.t	pa13/tests/400-bad-phi-missing-predecessor.t	71ad15ee21c3dfad307acc611b6dae88d1665e71328f04b41ab3efff2ba5f43c	bad phi missing predecessor	retain	pa8/tests/spec/100-bad-phi-missing-predecessor.t	Activate the introductory phi graph/roundtrip assertion in default discovery; retire CY86 output shape.	Intake complete; current-number focused validation pending
pa13/tests/400-bad-phi-placement.t	pa13/tests/400-bad-phi-placement.t	3f724f4d450e4bd0dfcdd239b17503bcd7875ac4e98eafbb299eb1d3c2829b3c	bad phi placement	retain	pa8/tests/spec/100-bad-phi-placement.t	Activate the introductory phi graph/roundtrip assertion in default discovery; retire CY86 output shape.	Intake complete; current-number focused validation pending
pa13/tests/400-bad-phi-type.t	pa13/tests/400-bad-phi-type.t	b8188dbfe87a71143324f542ade34bd49d4d40a75327dff67f65e3fb97660c82	bad phi type	retain	pa8/tests/spec/100-bad-phi-type.t	Activate the introductory phi graph/roundtrip assertion in default discovery; retire CY86 output shape.	Intake complete; current-number focused validation pending
pa13/tests/400-bad-redundant-cpp-linkage.t	pa13/tests/400-bad-redundant-cpp-linkage.t	9602a5e6580d8eff834c5c6715d8502ea1b6f2f397f32b664d59aa975b3bb958	bad redundant cpp linkage	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
pa13/tests/400-bad-redundant-direct-pass.t	pa13/tests/400-bad-redundant-direct-pass.t	1f0aad7dd644f45f3393da8af18a61cb2c4482100f34908dd7c8886e95473c75	bad redundant direct pass	retire		Retire this dormant malformed/obsolete-spelling diagnostic fixture from the early course. Existing active structural checks remain; consolidation does not require exhaustive rejection of every invalid LowIR spelling.	Curriculum/grammar review; no new early diagnostic requirement
